,Date,Open_adjusted,High_adjusted,Low_adjusted,Close_adjusted
95,1980-07-31,1311.8244256348246,1311.8244256348246,1311.8244256348246,1311.8244256348246
96,1980-08-01,1302.3755102040816,1302.3755102040816,1302.3755102040816,1302.3755102040816
97,1980-08-04,1321.5280912364947,1398.1384153661465,1321.5280912364947,1321.5280912364947
98,1980-08-05,1321.5280912364947,1321.5280912364947,1321.5280912364947,1321.5280912364947
99,1980-08-06,1321.5280912364947,1378.9858343337335,1321.5280912364947,1321.5280912364947
100,1980-08-07,1321.5280912364947,1321.5280912364947,1321.5280912364947,1321.5280912364947
101,1980-08-08,1378.9858343337335,1455.5961584633853,1378.9858343337335,1378.9858343337335
102,1980-08-11,1398.1384153661465,1455.5961584633853,1398.1384153661465,1398.1384153661465
103,1980-08-12,1436.4435774309725,1493.9013205282113,1436.4435774309725,1436.4435774309725
104,1980-08-13,1436.4435774309725,1436.4435774309725,1436.4435774309725,1436.4435774309725
105,1980-08-14,1436.4435774309725,1436.4435774309725,1436.4435774309725,1436.4435774309725
106,1980-08-15,1436.4435774309725,1436.4435774309725,1436.4435774309725,1436.4435774309725
107,1980-08-18,1436.4435774309725,1493.9013205282113,1417.2909963985594,1417.2909963985594
108,1980-08-19,1417.2909963985594,1417.2909963985594,1417.2909963985594,1417.2909963985594
109,1980-08-20,1417.2909963985594,1417.2909963985594,1417.2909963985594,1417.2909963985594
110,1980-08-21,1474.7487394957984,1551.3590636254503,1474.7487394957984,1474.7487394957984
111,1980-08-22,1493.9013205282113,1551.3590636254503,1493.9013205282113,1493.9013205282113
112,1980-08-25,1493.9013205282113,1493.9013205282113,1493.9013205282113,1493.9013205282113
113,1980-08-26,1493.9013205282113,1532.2064825930372,1474.7487394957984,1474.7487394957984
114,1980-08-27,1474.7487394957984,1551.3590636254503,1474.7487394957984,1474.7487394957984
115,1980-08-28,1474.7487394957984,1513.0539015606244,1455.5961584633853,1455.5961584633853
116,1980-08-29,1455.5961584633853,1455.5961584633853,1455.5961584633853,1455.5961584633853
117,1980-09-02,1443.4661904761904,1443.4661904761904,1443.4661904761904,1443.4661904761904
118,1980-09-03,1443.4661904761904,1443.4661904761904,1443.4661904761904,1443.4661904761904
119,1980-09-04,1443.4661904761904,1443.4661904761904,1443.4661904761904,1443.4661904761904
120,1980-09-05,1443.4661904761904,1443.4661904761904,1443.4661904761904,1443.4661904761904
121,1980-09-08,1481.4521428571427,1538.4310714285714,1481.4521428571427,1481.4521428571427
122,1980-09-09,1481.4521428571427,1481.4521428571427,1481.4521428571427,1481.4521428571427
123,1980-09-10,1481.4521428571427,1481.4521428571427,1481.4521428571427,1481.4521428571427
124,1980-09-11,1519.4380952380952,1557.4240476190475,1519.4380952380952,1519.4380952380952
125,1980-09-12,1519.4380952380952,1576.4170238095237,1519.4380952380952,1519.4380952380952
126,1980-09-15,1519.4380952380952,1519.4380952380952,1519.4380952380952,1519.4380952380952
127,1980-09-16,1519.4380952380952,1576.4170238095237,1519.4380952380952,1519.4380952380952
128,1980-09-17,1519.4380952380952,1519.4380952380952,1519.4380952380952,1519.4380952380952
129,1980-09-18,1519.4380952380952,1519.4380952380952,1519.4380952380952,1519.4380952380952
130,1980-09-19,1519.4380952380952,1519.4380952380952,1519.4380952380952,1519.4380952380952
131,1980-09-22,1519.4380952380952,1576.4170238095237,1519.4380952380952,1519.4380952380952
132,1980-09-23,1519.4380952380952,1519.4380952380952,1519.4380952380952,1519.4380952380952
133,1980-09-24,1519.4380952380952,1538.4310714285714,1481.4521428571427,1481.4521428571427
134,1980-09-25,1481.4521428571427,1538.4310714285714,1462.4591666666665,1462.4591666666665
135,1980-09-26,1462.4591666666665,1462.4591666666665,1462.4591666666665,1462.4591666666665
136,1980-09-29,1462.4591666666665,1519.4380952380952,1462.4591666666665,1462.4591666666665
137,1980-09-30,1462.4591666666665,1462.4591666666665,1462.4591666666665,1462.4591666666665
138,1980-10-01,1448.6623820754717,1448.6623820754717,1448.6623820754717,1448.6623820754717
139,1980-10-02,1448.6623820754717,1448.6623820754717,1448.6623820754717,1448.6623820754717
140,1980-10-03,1448.6623820754717,1505.1037735849056,1448.6623820754717,1448.6623820754717
141,1980-10-06,1467.476179245283,1523.917570754717,1467.476179245283,1467.476179245283
142,1980-10-07,1467.476179245283,1542.7313679245283,1467.476179245283,1467.476179245283
143,1980-10-08,1467.476179245283,1467.476179245283,1467.476179245283,1467.476179245283
144,1980-10-09,1467.476179245283,1542.7313679245283,1467.476179245283,1467.476179245283
145,1980-10-10,1467.476179245283,1467.476179245283,1467.476179245283,1467.476179245283
146,1980-10-13,1467.476179245283,1467.476179245283,1467.476179245283,1467.476179245283
147,1980-10-14,1505.1037735849056,1561.5451650943396,1505.1037735849056,1505.1037735849056
148,1980-10-15,1505.1037735849056,1505.1037735849056,1505.1037735849056,1505.1037735849056
149,1980-10-16,1523.917570754717,1580.358962264151,1523.917570754717,1523.917570754717
150,1980-10-17,1542.7313679245283,1599.1727594339623,1542.7313679245283,1542.7313679245283
151,1980-10-20,1542.7313679245283,1542.7313679245283,1542.7313679245283,1542.7313679245283
152,1980-10-21,1599.1727594339623,1655.6141509433962,1599.1727594339623,1599.1727594339623
153,1980-10-22,1599.1727594339623,1599.1727594339623,1599.1727594339623,1599.1727594339623
154,1980-10-23,1599.1727594339623,1599.1727594339623,1599.1727594339623,1599.1727594339623
155,1980-10-24,1599.1727594339623,1599.1727594339623,1599.1727594339623,1599.1727594339623
156,1980-10-27,1599.1727594339623,1636.800353773585,1580.358962264151,1580.358962264151
157,1980-10-28,1580.358962264151,1580.358962264151,1580.358962264151,1580.358962264151
158,1980-10-29,1580.358962264151,1580.358962264151,1580.358962264151,1580.358962264151
159,1980-10-30,1580.358962264151,1580.358962264151,1580.358962264151,1580.358962264151
160,1980-10-31,1580.358962264151,1580.358962264151,1580.358962264151,1580.358962264151
161,1980-11-03,1567.420350877193,1567.420350877193,1511.441052631579,1511.441052631579
162,1980-11-05,1530.1008187134503,1567.420350877193,1530.1008187134503,1530.1008187134503
163,1980-11-06,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
164,1980-11-07,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
165,1980-11-10,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
166,1980-11-11,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
167,1980-11-12,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
168,1980-11-13,1530.1008187134503,1548.7605847953216,1492.7812865497076,1492.7812865497076
169,1980-11-14,1492.7812865497076,1567.420350877193,1492.7812865497076,1492.7812865497076
170,1980-11-17,1530.1008187134503,1586.0801169590643,1530.1008187134503,1530.1008187134503
171,1980-11-18,1530.1008187134503,1530.1008187134503,1530.1008187134503,1530.1008187134503
172,1980-11-19,1567.420350877193,1623.399649122807,1567.420350877193,1567.420350877193
173,1980-11-20,1567.420350877193,1642.0594152046783,1567.420350877193,1567.420350877193
174,1980-11-21,1604.7398830409356,1660.7191812865497,1604.7398830409356,1604.7398830409356
175,1980-11-24,1604.7398830409356,1604.7398830409356,1604.7398830409356,1604.7398830409356
176,1980-11-25,1604.7398830409356,1679.378947368421,1604.7398830409356,1604.7398830409356
177,1980-11-26,1604.7398830409356,1604.7398830409356,1604.7398830409356,1604.7398830409356
178,1980-11-28,1604.7398830409356,1604.7398830409356,1604.7398830409356,1604.7398830409356
179,1980-12-01,1663.811123986095,1719.2714947856316,1663.811123986095,1663.811123986095
180,1980-12-02,1663.811123986095,1663.811123986095,1663.811123986095,1663.811123986095
181,1980-12-03,1663.811123986095,1663.811123986095,1663.811123986095,1663.811123986095
182,1980-12-04,1700.7847045191195,1756.2450753186558,1700.7847045191195,1700.7847045191195
183,1980-12-05,1700.7847045191195,1700.7847045191195,1700.7847045191195,1700.7847045191195
184,1980-12-08,1737.7582850521437,1811.7054461181924,1737.7582850521437,1737.7582850521437
185,1980-12-09,1737.7582850521437,1793.2186558516803,1737.7582850521437,1737.7582850521437
186,1980-12-10,1737.7582850521437,1756.2450753186558,1682.2979142526071,1682.2979142526071
187,1980-12-11,1645.324333719583,1645.324333719583,1571.3771726535342,1571.3771726535342
188,1980-12-12,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
189,1980-12-15,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
190,1980-12-16,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
191,1980-12-17,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
192,1980-12-18,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
193,1980-12-19,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
194,1980-12-22,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
195,1980-12-23,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
196,1980-12-24,1571.3771726535342,1608.3507531865587,1552.890382387022,1552.890382387022
197,1980-12-26,1552.890382387022,1608.3507531865587,1552.890382387022,1552.890382387022
198,1980-12-29,1552.890382387022,1608.3507531865587,1552.890382387022,1552.890382387022
199,1980-12-30,1571.3771726535342,1626.8375434530708,1571.3771726535342,1571.3771726535342
200,1980-12-31,1571.3771726535342,1571.3771726535342,1571.3771726535342,1571.3771726535342
201,1981-01-02,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
202,1981-01-05,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
203,1981-01-06,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
204,1981-01-07,1577.0719540229886,1632.086091954023,1577.0719540229886,1577.0719540229886
205,1981-01-08,1577.0719540229886,1632.086091954023,1558.733908045977,1558.733908045977
206,1981-01-09,1558.733908045977,1632.086091954023,1558.733908045977,1558.733908045977
207,1981-01-12,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
208,1981-01-13,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
209,1981-01-14,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
210,1981-01-15,1558.733908045977,1632.086091954023,1558.733908045977,1558.733908045977
211,1981-01-16,1558.733908045977,1632.086091954023,1558.733908045977,1558.733908045977
212,1981-01-19,1558.733908045977,1632.086091954023,1558.733908045977,1558.733908045977
213,1981-01-20,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
214,1981-01-21,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
215,1981-01-22,1558.733908045977,1558.733908045977,1558.733908045977,1558.733908045977
216,1981-01-23,1577.0719540229886,1632.086091954023,1577.0719540229886,1577.0719540229886
217,1981-01-26,1577.0719540229886,1577.0719540229886,1577.0719540229886,1577.0719540229886
218,1981-01-27,1577.0719540229886,1577.0719540229886,1577.0719540229886,1577.0719540229886
219,1981-01-28,1577.0719540229886,1577.0719540229886,1577.0719540229886,1577.0719540229886
220,1981-01-29,1577.0719540229886,1577.0719540229886,1577.0719540229886,1577.0719540229886
221,1981-01-30,1577.0719540229886,1577.0719540229886,1577.0719540229886,1577.0719540229886
222,1981-02-02,1560.9244596131966,1633.5255972696245,1560.9244596131966,1560.9244596131966
223,1981-02-03,1560.9244596131966,1560.9244596131966,1560.9244596131966,1560.9244596131966
224,1981-02-04,1560.9244596131966,1560.9244596131966,1560.9244596131966,1560.9244596131966
225,1981-02-05,1560.9244596131966,1633.5255972696245,1560.9244596131966,1560.9244596131966
226,1981-02-06,1560.9244596131966,1615.3753128555174,1560.9244596131966,1560.9244596131966
227,1981-02-09,1560.9244596131966,1560.9244596131966,1560.9244596131966,1560.9244596131966
228,1981-02-10,1560.9244596131966,1615.3753128555174,1560.9244596131966,1560.9244596131966
229,1981-02-11,1560.9244596131966,1560.9244596131966,1560.9244596131966,1560.9244596131966
230,1981-02-12,1560.9244596131966,1560.9244596131966,1560.9244596131966,1560.9244596131966
231,1981-02-13,1560.9244596131966,1615.3753128555174,1542.7741751990898,1542.7741751990898
232,1981-02-17,1542.7741751990898,1542.7741751990898,1542.7741751990898,1542.7741751990898
233,1981-02-18,1542.7741751990898,1542.7741751990898,1542.7741751990898,1542.7741751990898
234,1981-02-19,1542.7741751990898,1542.7741751990898,1542.7741751990898,1542.7741751990898
235,1981-02-20,1542.7741751990898,1542.7741751990898,1542.7741751990898,1542.7741751990898
236,1981-02-23,1579.0747440273037,1651.6758816837314,1579.0747440273037,1579.0747440273037
237,1981-02-24,1615.3753128555174,1687.9764505119454,1615.3753128555174,1615.3753128555174
238,1981-02-25,1651.6758816837314,1724.277019340159,1651.6758816837314,1651.6758816837314
239,1981-02-26,1742.4273037542662,1796.878156996587,1742.4273037542662,1742.4273037542662
240,1981-02-27,1760.577588168373,1815.0284414106939,1760.577588168373,1760.577588168373
241,1981-03-02,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
242,1981-03-03,1748.6414689265537,1802.723163841808,1748.6414689265537,1748.6414689265537
243,1981-03-04,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
244,1981-03-05,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
245,1981-03-06,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
246,1981-03-09,1748.6414689265537,1802.723163841808,1748.6414689265537,1748.6414689265537
247,1981-03-10,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
248,1981-03-11,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
249,1981-03-12,1748.6414689265537,1820.750395480226,1748.6414689265537,1748.6414689265537
250,1981-03-13,1748.6414689265537,1802.723163841808,1748.6414689265537,1748.6414689265537
251,1981-03-16,1748.6414689265537,1748.6414689265537,1748.6414689265537,1748.6414689265537
252,1981-03-17,1748.6414689265537,1784.69593220339,1730.6142372881357,1730.6142372881357
253,1981-03-18,1730.6142372881357,1730.6142372881357,1730.6142372881357,1730.6142372881357
254,1981-03-19,1730.6142372881357,1784.69593220339,1712.5870056497176,1712.5870056497176
255,1981-03-20,1712.5870056497176,1712.5870056497176,1712.5870056497176,1712.5870056497176
256,1981-03-23,1712.5870056497176,1766.668700564972,1712.5870056497176,1712.5870056497176
257,1981-03-24,1712.5870056497176,1766.668700564972,1712.5870056497176,1712.5870056497176
258,1981-03-25,1712.5870056497176,1712.5870056497176,1712.5870056497176,1712.5870056497176
259,1981-03-26,1730.6142372881357,1784.69593220339,1730.6142372881357,1730.6142372881357
260,1981-03-27,1730.6142372881357,1730.6142372881357,1730.6142372881357,1730.6142372881357
261,1981-03-30,1730.6142372881357,1730.6142372881357,1730.6142372881357,1730.6142372881357
262,1981-03-31,1730.6142372881357,1730.6142372881357,1730.6142372881357,1730.6142372881357
263,1981-04-01,1736.8661054994388,1808.4894500561168,1736.8661054994388,1736.8661054994388
264,1981-04-02,1772.677777777778,1826.3952861952862,1772.677777777778,1772.677777777778
265,1981-04-03,1772.677777777778,1772.677777777778,1772.677777777778,1772.677777777778
266,1981-04-06,1772.677777777778,1826.3952861952862,1772.677777777778,1772.677777777778
267,1981-04-07,1772.677777777778,1772.677777777778,1772.677777777778,1772.677777777778
268,1981-04-08,1772.677777777778,1826.3952861952862,1754.7719416386083,1754.7719416386083
269,1981-04-09,1790.5836139169473,1826.3952861952862,1790.5836139169473,1790.5836139169473
270,1981-04-10,1790.5836139169473,1790.5836139169473,1790.5836139169473,1790.5836139169473
271,1981-04-13,1790.5836139169473,1790.5836139169473,1790.5836139169473,1790.5836139169473
272,1981-04-14,1790.5836139169473,1790.5836139169473,1790.5836139169473,1790.5836139169473
273,1981-04-15,1790.5836139169473,1826.3952861952862,1772.677777777778,1772.677777777778
274,1981-04-16,1772.677777777778,1808.4894500561168,1754.7719416386083,1754.7719416386083
275,1981-04-20,1754.7719416386083,1754.7719416386083,1754.7719416386083,1754.7719416386083
276,1981-04-21,1772.677777777778,1826.3952861952862,1772.677777777778,1772.677777777778
277,1981-04-22,1772.677777777778,1826.3952861952862,1772.677777777778,1772.677777777778
278,1981-04-23,1790.5836139169473,1844.3011223344558,1790.5836139169473,1790.5836139169473
279,1981-04-24,1790.5836139169473,1790.5836139169473,1790.5836139169473,1790.5836139169473
280,1981-04-27,1826.3952861952862,1880.1127946127947,1826.3952861952862,1826.3952861952862
281,1981-04-28,1826.3952861952862,1880.1127946127947,1826.3952861952862,1826.3952861952862
282,1981-04-29,1844.3011223344558,1915.9244668911335,1844.3011223344558,1844.3011223344558
283,1981-04-30,1844.3011223344558,1844.3011223344558,1844.3011223344558,1844.3011223344558
284,1981-05-01,1829.9246102449888,1829.9246102449888,1829.9246102449888,1829.9246102449888
285,1981-05-04,1847.690868596882,1918.7559020044544,1847.690868596882,1847.690868596882
286,1981-05-05,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
287,1981-05-06,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
288,1981-05-07,1847.690868596882,1918.7559020044544,1847.690868596882,1847.690868596882
289,1981-05-08,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
290,1981-05-11,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
291,1981-05-12,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
292,1981-05-13,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
293,1981-05-14,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
294,1981-05-15,1865.457126948775,1918.7559020044544,1865.457126948775,1865.457126948775
295,1981-05-18,1865.457126948775,1918.7559020044544,1865.457126948775,1865.457126948775
296,1981-05-19,1865.457126948775,1900.9896436525612,1847.690868596882,1847.690868596882
297,1981-05-20,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
298,1981-05-21,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
299,1981-05-22,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
300,1981-05-26,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
301,1981-05-27,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
302,1981-05-28,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
303,1981-05-29,1847.690868596882,1847.690868596882,1847.690868596882,1847.690868596882
304,1981-06-01,1831.3757174392938,1831.3757174392938,1831.3757174392938,1831.3757174392938
305,1981-06-02,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
306,1981-06-03,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
307,1981-06-04,1848.9850993377486,1848.9850993377486,1848.9850993377486,1848.9850993377486
308,1981-06-05,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
309,1981-06-08,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
310,1981-06-09,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
311,1981-06-10,1848.9850993377486,1848.9850993377486,1848.9850993377486,1848.9850993377486
312,1981-06-11,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
313,1981-06-12,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
314,1981-06-15,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
315,1981-06-16,1848.9850993377486,1901.8132450331127,1848.9850993377486,1848.9850993377486
